sample,total_count,population,count,percentage
sample08468,105290,cd8_t_cell,23710,22.518758
sample08468,105290,cd4_t_cell,30388,28.86124
sample08468,105290,nk_cell,18495,17.565771
sample08468,105290,monocyte,20962,19.908823
sample08469,107392,b_cell,10613,9.882487
sample08469,107392,cd8_t_cell,22901,21.32468
sample08469,107392,cd4_t_cell,38365,35.724263
sample08469,107392,nk_cell,8334,7.760355
sample08469,107392,monocyte,27179,25.308217
sample08470,104287,b_cell,7358,7.055529
sample08470,104287,cd8_t_cell,23515,22.548352
sample08470,104287,cd4_t_cell,36828,35.314085
sample08470,104287,nk_cell,18319,17.565948
sample08470,104287,monocyte,18267,17.516085
sample08471,99863,b_cell,9362,9.374844
sample08471,99863,cd8_t_cell,24816,24.850045
sample08471,99863,cd4_t_cell,35954,36.003325
sample08471,99863,nk_cell,11796,11.812183
sample08471,99863,monocyte,17935,17.959605
sample08472,102545,b_cell,11089,10.813789
sample08472,102545,cd8_t_cell,29001,28.281242
sample08472,102545,cd4_t_cell,28340,27.636647
sample08472,102545,nk_cell,11984,11.686577
sample08472,102545,monocyte,22131,21.581745
sample08473,90837,b_cell,7087,7.801887
sample08473,90837,cd8_t_cell,21146,23.27906
sample08473,90837,cd4_t_cell,32695,35.993042
sample08473,90837,nk_cell,11666,12.842784
sample08473,90837,monocyte,18243,20.083226
sample08474,99502,b_cell,8503,8.545557
sample08474,99502,cd8_t_cell,23352,23.468875
sample08474,99502,cd4_t_cell,31511,31.66871
sample08474,99502,nk_cell,12277,12.338445
sample08474,99502,monocyte,23859,23.978412
sample08475,100865,b_cell,10647,10.555693
sample08475,100865,cd8_t_cell,21489,21.304714
sample08475,100865,cd4_t_cell,26572,26.344123
sample08475,100865,nk_cell,20589,20.412432
sample08475,100865,monocyte,21568,21.383037
sample08476,98974,b_cell,12697,12.828622
sample08476,98974,cd8_t_cell,25040,25.299574
sample08476,98974,cd4_t_cell,30949,31.269828
sample08476,98974,nk_cell,16404,16.57405
sample08476,98974,monocyte,13884,14.027927
sample08477,97662,b_cell,6837,7.000676
sample08477,97662,cd8_t_cell,28926,29.61848
sample08477,97662,cd4_t_cell,29201,29.900063
sample08477,97662,nk_cell,11138,11.40464
sample08477,97662,monocyte,21560,22.07614
sample08478,99799,b_cell,10360,10.380866
sample08478,99799,cd8_t_cell,21054,21.096404
sample08478,99799,cd4_t_cell,27583,27.638553
sample08478,99799,nk_cell,19775,19.814828
sample08478,99799,monocyte,21027,21.069349
sample08479,103770,b_cell,3358,3.236003
sample08479,103770,cd8_t_cell,27908,26.894093
sample08479,103770,cd4_t_cell,35314,34.03103
sample08479,103770,nk_cell,18500,17.827889
sample08479,103770,monocyte,18690,18.010986
sample08480,108414,b_cell,7201,6.642131
sample08480,108414,cd8_t_cell,28847,26.608187
sample08480,108414,cd4_t_cell,36128,33.324109
sample08480,108414,nk_cell,18602,17.158301
sample08480,108414,monocyte,17636,16.267272
sample08481,93431,b_cell,9896,10.591774
sample08481,93431,cd8_t_cell,28552,30.55945
sample08481,93431,cd4_t_cell,19521,20.893494
sample08481,93431,nk_cell,16391,17.543428
sample08481,93431,monocyte,19071,20.411855
sample08482,101138,b_cell,5836,5.770334
sample08482,101138,cd8_t_cell,16563,16.376634
sample08482,101138,cd4_t_cell,34122,33.738061
sample08482,101138,nk_cell,17006,16.814649
sample08482,101138,monocyte,27611,27.300322
sample08483,111646,b_cell,10459,9.368002
sample08483,111646,cd8_t_cell,24586,22.021389
sample08483,111646,cd4_t_cell,39740,35.594647
sample08483,111646,nk_cell,11041,9.889293
sample08483,111646,monocyte,25820,23.126668
sample08484,105730,b_cell,8437,7.97976
sample08484,105730,cd8_t_cell,31070,29.386172
sample08484,105730,cd4_t_cell,30749,29.082569
sample08484,105730,nk_cell,15187,14.363946
sample08484,105730,monocyte,20287,19.187553
sample08485,105549,b_cell,9892,9.37195
sample08485,105549,cd8_t_cell,33786,32.009777
sample08485,105549,cd4_t_cell,24477,23.190177
sample08485,105549,nk_cell,16086,15.240315
sample08485,105549,monocyte,21308,20.18778
sample08486,99138,b_cell,13111,13.224999
sample08486,99138,cd8_t_cell,26910,27.143981
sample08486,99138,cd4_t_cell,30509,30.774274
sample08486,99138,nk_cell,16154,16.294458
sample08486,99138,monocyte,12454,12.562287
sample08487,107111,b_cell,11784,11.001671
sample08487,107111,cd8_t_cell,28769,26.859053
sample08487,107111,cd4_t_cell,39802,37.159582
sample08487,107111,nk_cell,10400,9.709554
sample08487,107111,monocyte,16356,15.27014
sample08488,93175,b_cell,9283,9.962973
sample08488,93175,cd8_t_cell,14789,15.872283
sample08488,93175,cd4_t_cell,28277,30.348269
sample08488,93175,nk_cell,21259,22.816206
sample08488,93175,monocyte,19567,21.000268
sample08489,100218,b_cell,3727,3.718893
sample08489,100218,cd8_t_cell,32012,31.942366
sample08489,100218,cd4_t_cell,35016,34.939831
sample08489,100218,nk_cell,11398,11.373206
sample08489,100218,monocyte,18065,18.025704
sample08490,107110,b_cell,9789,9.139203
sample08490,107110,cd8_t_cell,21154,19.74979
sample08490,107110,cd4_t_cell,30427,28.407245
sample08490,107110,nk_cell,25808,24.094856
sample08490,107110,monocyte,19932,18.608907
sample08491,100621,b_cell,12772,12.693175
sample08491,100621,cd8_t_cell,22817,22.676181
sample08491,100621,cd4_t_cell,29575,29.392473
sample08491,100621,nk_cell,15071,14.977987
sample08491,100621,monocyte,20386,20.260184
sample08492,103423,b_cell,8911,8.616072
sample08492,103423,cd8_t_cell,17608,17.025226
sample08492,103423,cd4_t_cell,33478,32.369976
sample08492,103423,nk_cell,23319,22.547209
sample08492,103423,monocyte,20107,19.441517
sample08493,103696,b_cell,15664,15.105694
sample08493,103696,cd8_t_cell,22376,21.57846
sample08493,103696,cd4_t_cell,28231,27.224772
sample08493,103696,nk_cell,18274,17.622666
sample08493,103696,monocyte,19151,18.468408
sample08494,92977,b_cell,12799,13.76577
sample08494,92977,cd8_t_cell,17450,18.768082
sample08494,92977,cd4_t_cell,25266,27.174463
sample08494,92977,nk_cell,13610,14.638029
sample08494,92977,monocyte,23852,25.653656
sample08495,100948,b_cell,6647,6.584578
sample08495,100948,cd8_t_cell,26384,26.136229
sample08495,100948,cd4_t_cell,32660,32.353291
sample08495,100948,nk_cell,12462,12.34497
sample08495,100948,monocyte,22795,22.580933
sample08496,97125,b_cell,6176,6.358816
sample08496,97125,cd8_t_cell,24945,25.683398
sample08496,97125,cd4_t_cell,32517,33.479537
sample08496,97125,nk_cell,15508,15.967053
sample08496,97125,monocyte,17979,18.511197
sample08497,98784,b_cell,9064,9.175575
sample08497,98784,cd8_t_cell,24116,24.41286
sample08497,98784,cd4_t_cell,34501,34.925696
sample08497,98784,nk_cell,14420,14.597506
sample08497,98784,monocyte,16683,16.888362
sample08498,97078,b_cell,9751,10.0445
sample08498,97078,cd8_t_cell,25805,26.581718
sample08498,97078,cd4_t_cell,28115,28.961248
sample08498,97078,nk_cell,11710,12.062465
sample08498,97078,monocyte,21697,22.350069
sample08499,98468,b_cell,11176,11.34988
sample08499,98468,cd8_t_cell,24755,25.140147
sample08499,98468,cd4_t_cell,31640,32.132266
sample08499,98468,nk_cell,12151,12.34005
sample08499,98468,monocyte,18746,19.037657
sample08500,91436,b_cell,8200,8.968021
sample08500,91436,cd8_t_cell,20544,22.468174
sample08500,91436,cd4_t_cell,27836,30.443151
sample08500,91436,nk_cell,14719,16.097598
sample08500,91436,monocyte,20137,22.023054
sample08501,104843,b_cell,12474,11.89779
sample08501,104843,cd8_t_cell,28236,26.931698
sample08501,104843,cd4_t_cell,30725,29.305724
sample08501,104843,nk_cell,14007,13.359976
sample08501,104843,monocyte,19401,18.504812
sample08502,98042,b_cell,7509,7.658962
sample08502,98042,cd8_t_cell,23812,24.28755
sample08502,98042,cd4_t_cell,34914,35.611269
sample08502,98042,nk_cell,16183,16.506191
sample08502,98042,monocyte,15624,15.936027
sample08503,100452,b_cell,5166,5.142755
sample08503,100452,cd8_t_cell,33625,33.473699
sample08503,100452,cd4_t_cell,30764,30.625572
sample08503,100452,nk_cell,12121,12.06646
sample08503,100452,monocyte,18776,18.691514
sample08504,101687,b_cell,10003,9.837049
sample08504,101687,cd8_t_cell,22256,21.88677
sample08504,101687,cd4_t_cell,30878,30.36573
sample08504,101687,nk_cell,19251,18.931624
sample08504,101687,monocyte,19299,18.978827
sample08505,102438,b_cell,11883,11.600187
sample08505,102438,cd8_t_cell,24592,24.006716
sample08505,102438,cd4_t_cell,29581,28.876979
sample08505,102438,nk_cell,17569,17.150862
sample08505,102438,monocyte,18813,18.365255
sample08506,102330,b_cell,9691,9.470341
sample08506,102330,cd8_t_cell,27726,27.094694
sample08506,102330,cd4_t_cell,27478,26.85234
sample08506,102330,nk_cell,17542,17.142578
sample08506,102330,monocyte,19893,19.440047
sample08507,107425,b_cell,11277,10.497556
sample08507,107425,cd8_t_cell,27855,25.929718
sample08507,107425,cd4_t_cell,32296,30.063765
sample08507,107425,nk_cell,17733,16.507331
sample08507,107425,monocyte,18264,17.001629
sample08508,103533,b_cell,5264,5.084369
sample08508,103533,cd8_t_cell,25088,24.231887
sample08508,103533,cd4_t_cell,32751,31.633392
sample08508,103533,nk_cell,12135,11.720901
sample08508,103533,monocyte,28295,27.329451
sample08509,99756,b_cell,10232,10.257027
sample08509,99756,cd8_t_cell,16637,16.677694
sample08509,99756,cd4_t_cell,39441,39.537471
sample08509,99756,nk_cell,14235,14.269818
sample08509,99756,monocyte,19211,19.257989
sample08510,95017,b_cell,10786,11.351653
sample08510,95017,cd8_t_cell,19815,20.854163
sample08510,95017,cd4_t_cell,36645,38.566783
sample08510,95017,nk_cell,12250,12.89243
sample08510,95017,monocyte,15521,16.334972
sample08511,95441,b_cell,7838,8.212403
sample08511,95441,cd8_t_cell,26386,27.646399
sample08511,95441,cd4_t_cell,22317,23.383032
sample08511,95441,nk_cell,15526,16.267642
sample08511,95441,monocyte,23374,24.490523
sample08512,111076,b_cell,9214,8.295221
sample08512,111076,cd8_t_cell,24589,22.137095
sample08512,111076,cd4_t_cell,26820,24.14563
sample08512,111076,nk_cell,22009,19.814361
sample08512,111076,monocyte,28444,25.607692
sample08513,100697,b_cell,20474,20.332284
sample08513,100697,cd8_t_cell,26986,26.79921
sample08513,100697,cd4_t_cell,24322,24.153649
sample08513,100697,nk_cell,15287,15.181187
sample08513,100697,monocyte,13628,13.53367
sample08514,110626,b_cell,13852,12.521469
sample08514,110626,cd8_t_cell,20588,18.610453
sample08514,110626,cd4_t_cell,32863,29.706398
sample08514,110626,nk_cell,21937,19.829877
sample08514,110626,monocyte,21386,19.331803
sample08515,99145,b_cell,9644,9.727167
sample08515,99145,cd8_t_cell,21060,21.241616
sample08515,99145,cd4_t_cell,29084,29.334813
sample08515,99145,nk_cell,20801,20.980382
sample08515,99145,monocyte,18556,18.716022
sample08516,98783,b_cell,14610,14.789994
sample08516,98783,cd8_t_cell,33861,34.278165
sample08516,98783,cd4_t_cell,20605,20.858852
sample08516,98783,nk_cell,13122,13.283662
sample08516,98783,monocyte,16585,16.789326
sample08517,91794,b_cell,15643,17.041419
sample08517,91794,cd8_t_cell,22965,25.017975
sample08517,91794,cd4_t_cell,26596,28.973571
sample08517,91794,nk_cell,7955,8.666144
sample08517,91794,monocyte,18635,20.300891
sample08518,103657,b_cell,12635,12.18924
sample08518,103657,cd8_t_cell,36546,35.256664
sample08518,103657,cd4_t_cell,20746,20.014085
sample08518,103657,nk_cell,10791,10.410295
sample08518,103657,monocyte,22939,22.129716
sample08519,93642,b_cell,10735,11.463873
sample08519,93642,cd8_t_cell,27073,28.911172
sample08519,93642,cd4_t_cell,33813,36.108797
sample08519,93642,nk_cell,6339,6.769398
sample08519,93642,monocyte,15682,16.746759
sample08520,91052,b_cell,9234,10.141458
sample08520,91052,cd8_t_cell,19971,21.93362
sample08520,91052,cd4_t_cell,35573,39.068884
sample08520,91052,nk_cell,10533,11.568115
sample08520,91052,monocyte,15741,17.287923
sample08521,105113,b_cell,12094,11.505713
sample08521,105113,cd8_t_cell,21910,20.844234
sample08521,105113,cd4_t_cell,34226,32.561148
sample08521,105113,nk_cell,15787,15.019075
sample08521,105113,monocyte,21096,20.06983
sample08522,89493,b_cell,8928,9.976199
sample08522,89493,cd8_t_cell,26152,29.222397
sample08522,89493,cd4_t_cell,21122,23.601846
sample08522,89493,nk_cell,16817,18.791414
sample08522,89493,monocyte,16474,18.408144
sample08523,96775,b_cell,3919,4.0496
sample08523,96775,cd8_t_cell,32244,33.318522
sample08523,96775,cd4_t_cell,30421,31.434771
sample08523,96775,nk_cell,8474,8.756394
sample08523,96775,monocyte,21717,22.440713
sample08524,106424,b_cell,7810,7.33857
sample08524,106424,cd8_t_cell,26581,24.976509
sample08524,106424,cd4_t_cell,36620,34.409532
sample08524,106424,nk_cell,15602,14.660227
sample08524,106424,monocyte,19811,18.615162
sample08525,109536,b_cell,17581,16.050431
sample08525,109536,cd8_t_cell,27534,25.136941
sample08525,109536,cd4_t_cell,26326,24.034108
sample08525,109536,nk_cell,13614,12.428791
sample08525,109536,monocyte,24481,22.34973
sample08526,96688,b_cell,8788,9.089029
sample08526,96688,cd8_t_cell,23928,24.747642
sample08526,96688,cd4_t_cell,30555,31.601647
sample08526,96688,nk_cell,5441,5.627379
sample08526,96688,monocyte,27976,28.934304
sample08527,92604,b_cell,6062,6.546154
sample08527,92604,cd8_t_cell,21439,23.151268
sample08527,92604,cd4_t_cell,35193,38.003758
sample08527,92604,nk_cell,12263,13.242409
sample08527,92604,monocyte,17647,19.056412
sample08528,99766,b_cell,7806,7.824309
sample08528,99766,cd8_t_cell,24081,24.137482
sample08528,99766,cd4_t_cell,28551,28.617966
sample08528,99766,nk_cell,18948,18.992442
sample08528,99766,monocyte,20380,20.427801
sample08529,109222,b_cell,14080,12.891176
sample08529,109222,cd8_t_cell,29274,26.802293
sample08529,109222,cd4_t_cell,30369,27.804838
sample08529,109222,nk_cell,15454,14.149164
sample08529,109222,monocyte,20045,18.35253
sample08530,107362,b_cell,9825,9.151283
sample08530,107362,cd8_t_cell,22246,20.720553
sample08530,107362,cd4_t_cell,33122,30.850767
sample08530,107362,nk_cell,16494,15.362978
sample08530,107362,monocyte,25675,23.91442
sample08531,102324,b_cell,8419,8.227786
sample08531,102324,cd8_t_cell,23824,23.282905
sample08531,102324,cd4_t_cell,30160,29.475001
sample08531,102324,nk_cell,19506,19.062976
sample08531,102324,monocyte,20415,19.951331
sample08532,96131,b_cell,18119,18.848238
sample08532,96131,cd8_t_cell,23261,24.197189
sample08532,96131,cd4_t_cell,25072,26.081077
sample08532,96131,nk_cell,11583,12.049183
sample08532,96131,monocyte,18096,18.824313
sample08533,99076,b_cell,11042,11.14498
sample08533,99076,cd8_t_cell,26338,26.583633
sample08533,99076,cd4_t_cell,25001,25.234164
sample08533,99076,nk_cell,14317,14.450523
sample08533,99076,monocyte,22378,22.586701
sample08534,98617,b_cell,10118,10.259894
sample08534,98617,cd8_t_cell,23623,23.954288
sample08534,98617,cd4_t_cell,36034,36.539339
sample08534,98617,nk_cell,14992,15.202247
sample08534,98617,monocyte,13850,14.044232
sample08535,109039,b_cell,9285,8.515302
sample08535,109039,cd8_t_cell,31245,28.654885
sample08535,109039,cd4_t_cell,38425,35.239685
sample08535,109039,nk_cell,12319,11.297793
sample08535,109039,monocyte,17765,16.292336
sample08536,101152,b_cell,8626,8.52776
sample08536,101152,cd8_t_cell,30121,29.777958
sample08536,101152,cd4_t_cell,32609,32.237623
sample08536,101152,nk_cell,15389,15.213738
sample08536,101152,monocyte,14407,14.242922
sample08537,101772,b_cell,10059,9.883858
sample08537,101772,cd8_t_cell,24715,24.284676
sample08537,101772,cd4_t_cell,30325,29.796997
sample08537,101772,nk_cell,13360,13.127383
sample08537,101772,monocyte,23313,22.907086
sample08538,106841,b_cell,7882,7.377318
sample08538,106841,cd8_t_cell,33124,31.003079
sample08538,106841,cd4_t_cell,27756,25.978791
sample08538,106841,nk_cell,14985,14.025515
sample08538,106841,monocyte,23094,21.615297
sample08539,94583,b_cell,8854,9.36109
sample08539,94583,cd8_t_cell,21242,22.458581
sample08539,94583,cd4_t_cell,26982,28.527325
sample08539,94583,nk_cell,17063,18.04024
sample08539,94583,monocyte,20442,21.612763
sample08540,111688,b_cell,6925,6.200308
sample08540,111688,cd8_t_cell,27548,24.665139
sample08540,111688,cd4_t_cell,34547,30.931703
sample08540,111688,nk_cell,21027,18.826553
sample08540,111688,monocyte,21641,19.376298
sample08541,104499,b_cell,10583,10.12737
sample08541,104499,cd8_t_cell,26774,25.621298
sample08541,104499,cd4_t_cell,26059,24.937081
sample08541,104499,nk_cell,14481,13.857549
sample08541,104499,monocyte,26602,25.456703
sample08542,102838,b_cell,4685,4.555709
sample08542,102838,cd8_t_cell,27720,26.955017
sample08542,102838,cd4_t_cell,40668,39.545693
sample08542,102838,nk_cell,12303,11.963477
sample08542,102838,monocyte,17462,16.980105
sample08543,93350,b_cell,5300,5.677558
sample08543,93350,cd8_t_cell,27942,29.932512
sample08543,93350,cd4_t_cell,36715,39.330477
sample08543,93350,nk_cell,10218,10.945903
sample08543,93350,monocyte,13175,14.113551
sample08544,105216,b_cell,12926,12.285204
sample08544,105216,cd8_t_cell,29780,28.30368
sample08544,105216,cd4_t_cell,21959,20.8704
sample08544,105216,nk_cell,18716,17.788169
sample08544,105216,monocyte,21835,20.752547
sample08545,100299,b_cell,7593,7.570365
sample08545,100299,cd8_t_cell,26485,26.406046
sample08545,100299,cd4_t_cell,29806,29.717146
sample08545,100299,nk_cell,15737,15.690087
sample08545,100299,monocyte,20678,20.616357
sample08546,107008,b_cell,5758,5.380906
sample08546,107008,cd8_t_cell,37887,35.405764
sample08546,107008,cd4_t_cell,26168,24.454246
sample08546,107008,nk_cell,13542,12.655129
sample08546,107008,monocyte,23653,22.103955
sample08547,109582,b_cell,5487,5.007209
sample08547,109582,cd8_t_cell,35210,32.131189
sample08547,109582,cd4_t_cell,28565,26.067237
sample08547,109582,nk_cell,21590,19.702141
sample08547,109582,monocyte,18730,17.092223
sample08548,100294,b_cell,12520,12.483299
sample08548,100294,cd8_t_cell,24865,24.792111
sample08548,100294,cd4_t_cell,29131,29.045606
sample08548,100294,nk_cell,15940,15.893274
sample08548,100294,monocyte,17838,17.78571
sample08549,95236,b_cell,13029,13.680751
sample08549,95236,cd8_t_cell,26370,27.689109
sample08549,95236,cd4_t_cell,27644,29.026839
sample08549,95236,nk_cell,13662,14.345416
sample08549,95236,monocyte,14531,15.257886
sample08550,88300,b_cell,13083,14.816535
sample08550,88300,cd8_t_cell,23196,26.269536
sample08550,88300,cd4_t_cell,28395,32.157418
sample08550,88300,nk_cell,10142,11.485844
sample08550,88300,monocyte,13484,15.270668
sample08551,108711,b_cell,5800,5.335247
sample08551,108711,cd8_t_cell,21714,19.97406
sample08551,108711,cd4_t_cell,47307,43.516295
sample08551,108711,nk_cell,18265,16.801428
sample08551,108711,monocyte,15625,14.372971
sample08552,95132,b_cell,11853,12.45953
sample08552,95132,cd8_t_cell,25995,27.32519
sample08552,95132,cd4_t_cell,24408,25.656982
sample08552,95132,nk_cell,12099,12.718118
sample08552,95132,monocyte,20777,21.84018
sample08553,93989,b_cell,9528,10.137356
sample08553,93989,cd8_t_cell,25556,27.190416
sample08553,93989,cd4_t_cell,22818,24.277309
sample08553,93989,nk_cell,16302,17.344583
sample08553,93989,monocyte,19785,21.050336
sample08554,96936,b_cell,8378,8.642816
sample08554,96936,cd8_t_cell,23766,24.517207
sample08554,96936,cd4_t_cell,33819,34.887967
sample08554,96936,nk_cell,13317,13.73793
sample08554,96936,monocyte,17656,18.214079
sample08555,96376,b_cell,9948,10.322072
sample08555,96376,cd8_t_cell,19578,20.314186
sample08555,96376,cd4_t_cell,22782,23.638665
sample08555,96376,nk_cell,13855,14.375986
sample08555,96376,monocyte,30213,31.349091
sample08556,96285,b_cell,9980,10.365062
sample08556,96285,cd8_t_cell,21202,22.020045
sample08556,96285,cd4_t_cell,31751,32.976061
sample08556,96285,nk_cell,14623,15.187205
sample08556,96285,monocyte,18729,19.451628
sample08557,101132,b_cell,9638,9.530119
sample08557,101132,cd8_t_cell,23417,23.154887
sample08557,101132,cd4_t_cell,34004,33.623383
sample08557,101132,nk_cell,15093,14.92406
sample08557,101132,monocyte,18980,18.767551
sample08558,105622,b_cell,9619,9.107004
sample08558,105622,cd8_t_cell,25605,24.242109
sample08558,105622,cd4_t_cell,27134,25.689724
sample08558,105622,nk_cell,21605,20.455019
sample08558,105622,monocyte,21659,20.506145
sample08559,102135,b_cell,13272,12.994566
sample08559,102135,cd8_t_cell,23333,22.845254
sample08559,102135,cd4_t_cell,29177,28.567093
sample08559,102135,nk_cell,18083,17.704998
sample08559,102135,monocyte,18270,17.888089
sample08560,91733,b_cell,7222,7.872848
sample08560,91733,cd8_t_cell,23603,25.730108
sample08560,91733,cd4_t_cell,29600,32.267559
sample08560,91733,nk_cell,12215,13.315819
sample08560,91733,monocyte,19093,20.813666
sample08561,101886,b_cell,9913,9.729502
sample08561,101886,cd8_t_cell,21314,20.919459
sample08561,101886,cd4_t_cell,34001,33.371611
sample08561,101886,nk_cell,14112,13.850774
sample08561,101886,monocyte,22546,22.128654
sample08562,94149,b_cell,7061,7.499814
sample08562,94149,cd8_t_cell,28829,30.620612
sample08562,94149,cd4_t_cell,27319,29.016771
sample08562,94149,nk_cell,15597,16.566294
sample08562,94149,monocyte,15343,16.296509
sample08563,106133,b_cell,11066,10.42654
sample08563,106133,cd8_t_cell,34579,32.580818
sample08563,106133,cd4_t_cell,26920,25.364401
sample08563,106133,nk_cell,12057,11.360274
sample08563,106133,monocyte,21511,20.267966
sample08564,94733,b_cell,8154,8.607349
sample08564,94733,cd8_t_cell,22263,23.500786
sample08564,94733,cd4_t_cell,33133,34.975141
sample08564,94733,nk_cell,10120,10.682655
sample08564,94733,monocyte,21063,22.234068
sample08565,102654,b_cell,10521,10.248992
sample08565,102654,cd8_t_cell,27528,26.816296
sample08565,102654,cd4_t_cell,29969,29.194186
sample08565,102654,nk_cell,15681,15.275586
sample08565,102654,monocyte,18955,18.46494
sample08566,101240,b_cell,8322,8.220071
sample08566,101240,cd8_t_cell,29441,29.080403
sample08566,101240,cd4_t_cell,30803,30.425721
sample08566,101240,nk_cell,13453,13.288226
sample08566,101240,monocyte,19221,18.985579
sample08567,90530,b_cell,10761,11.886667
sample08567,90530,cd8_t_cell,20230,22.346184
sample08567,90530,cd4_t_cell,31768,35.09113
sample08567,90530,nk_cell,10316,11.395118
sample08567,90530,monocyte,17455,19.280901
sample08568,114887,b_cell,12382,10.777547
sample08568,114887,cd8_t_cell,22884,19.918703
sample08568,114887,cd4_t_cell,27605,24.027958
sample08568,114887,nk_cell,26979,23.483075
sample08568,114887,monocyte,25037,21.792718
sample08569,93615,b_cell,5056,5.400844
sample08569,93615,cd8_t_cell,17518,18.712813
sample08569,93615,cd4_t_cell,33204,35.468675
sample08569,93615,nk_cell,17389,18.575015
sample08569,93615,monocyte,20448,21.842653
sample08570,96610,b_cell,9852,10.197702
sample08570,96610,cd8_t_cell,33021,34.179692
sample08570,96610,cd4_t_cell,31186,32.280302
sample08570,96610,nk_cell,7805,8.078874
sample08570,96610,monocyte,14746,15.26343
sample08571,97747,b_cell,6989,7.150092
sample08571,97747,cd8_t_cell,30152,30.846983
sample08571,97747,cd4_t_cell,36328,37.165335
sample08571,97747,nk_cell,11470,11.734375
sample08571,97747,monocyte,12808,13.103215
sample08572,102910,b_cell,15788,15.341561
sample08572,102910,cd8_t_cell,23328,22.668351
sample08572,102910,cd4_t_cell,36732,35.693324
sample08572,102910,nk_cell,11741,11.408998
sample08572,102910,monocyte,15321,14.887766
sample08573,91719,b_cell,10799,11.774005
sample08573,91719,cd8_t_cell,16036,17.483837
sample08573,91719,cd4_t_cell,25456,27.754337
sample08573,91719,nk_cell,14361,15.657606
sample08573,91719,monocyte,25067,27.330215
sample08574,98016,b_cell,15839,16.159607
sample08574,98016,cd8_t_cell,23983,24.468454
sample08574,98016,cd4_t_cell,27882,28.446376
sample08574,98016,nk_cell,14663,14.959802
sample08574,98016,monocyte,15649,15.965761
sample08575,106303,b_cell,9348,8.793731
sample08575,106303,cd8_t_cell,25530,24.016255
sample08575,106303,cd4_t_cell,35788,33.66603
sample08575,106303,nk_cell,15143,14.245129
sample08575,106303,monocyte,20494,19.278854
sample08576,91457,b_cell,8820,9.643876
sample08576,91457,cd8_t_cell,25371,27.740906
sample08576,91457,cd4_t_cell,29043,31.755907
sample08576,91457,nk_cell,11061,12.094208
sample08576,91457,monocyte,17162,18.765103
sample08577,97805,b_cell,11609,11.869536
sample08577,97805,cd8_t_cell,25083,25.645928
sample08577,97805,cd4_t_cell,26396,26.988395
sample08577,97805,nk_cell,16361,16.728184
sample08577,97805,monocyte,18356,18.767957
sample08578,98920,b_cell,5190,5.246664
sample08578,98920,cd8_t_cell,30663,30.997776
sample08578,98920,cd4_t_cell,36730,37.131015
sample08578,98920,nk_cell,12093,12.22503
sample08578,98920,monocyte,14244,14.399515
sample08579,93150,b_cell,6552,7.033816
sample08579,93150,cd8_t_cell,23712,25.455717
sample08579,93150,cd4_t_cell,35279,37.873323
sample08579,93150,nk_cell,9120,9.79066
sample08579,93150,monocyte,18487,19.846484
sample08580,109602,b_cell,10404,9.492528
sample08580,109602,cd8_t_cell,21947,20.02427
sample08580,109602,cd4_t_cell,38703,35.312312
sample08580,109602,nk_cell,11937,10.891225
sample08580,109602,monocyte,26611,24.279666
sample08581,106519,b_cell,10439,9.80013
sample08581,106519,cd8_t_cell,28281,26.550193
sample08581,106519,cd4_t_cell,31203,29.293366
sample08581,106519,nk_cell,13168,12.362114
sample08581,106519,monocyte,23428,21.994198
sample08582,98335,b_cell,4021,4.089083
sample08582,98335,cd8_t_cell,16831,17.115981
sample08582,98335,cd4_t_cell,38919,39.577973
sample08582,98335,nk_cell,10937,11.122184
sample08582,98335,monocyte,27627,28.094778
sample08583,98678,b_cell,10353,10.4917
sample08583,98678,cd8_t_cell,27427,27.794443
sample08583,98678,cd4_t_cell,27736,28.107582
sample08583,98678,nk_cell,16313,16.531547
sample08583,98678,monocyte,16849,17.074728
sample08584,106148,b_cell,7100,6.688774
sample08584,106148,cd8_t_cell,19587,18.452538
sample08584,106148,cd4_t_cell,33762,31.806534
sample08584,106148,nk_cell,10888,10.257376
sample08584,106148,monocyte,34811,32.794777
sample08585,101409,b_cell,9421,9.290102
sample08585,101409,cd8_t_cell,28917,28.515221
sample08585,101409,cd4_t_cell,32631,32.177617
sample08585,101409,nk_cell,9265,9.13627
sample08585,101409,monocyte,21175,20.88079
sample08586,91997,b_cell,5676,6.169766
sample08586,91997,cd8_t_cell,21748,23.639901
sample08586,91997,cd4_t_cell,32768,35.618553
sample08586,91997,nk_cell,9458,10.28077
sample08586,91997,monocyte,22347,24.291009
sample08587,102198,b_cell,15803,15.463121
sample08587,102198,cd8_t_cell,20955,20.504315
sample08587,102198,cd4_t_cell,33991,33.259946
sample08587,102198,nk_cell,17960,17.573729
sample08587,102198,monocyte,13489,13.198888
sample08588,88709,b_cell,3122,3.519372
sample08588,88709,cd8_t_cell,16960,19.118691
sample08588,88709,cd4_t_cell,33903,38.218219
sample08588,88709,nk_cell,13438,15.148407
sample08588,88709,monocyte,21286,23.995311
sample08589,92824,b_cell,12783,13.771223
sample08589,92824,cd8_t_cell,19666,21.186331
sample08589,92824,cd4_t_cell,25069,27.007024
sample08589,92824,nk_cell,14734,15.87305
sample08589,92824,monocyte,20572,22.162372
sample08590,92492,b_cell,12126,13.110323
sample08590,92492,cd8_t_cell,19405,20.980193
sample08590,92492,cd4_t_cell,26144,28.266228
sample08590,92492,nk_cell,15698,16.972279
